user_id,Pizza_ordered,Burger_ordered,Pasta_ordered,Pizza_available,Burger_available,Pasta_available,Samosa_ordered,Samosa_available,Kachori_ordered,Kachori_available,Vadapav_ordered,Vadapav_available,Dosa_ordered,Dosa_available,Noodles_ordered,Noodles_available,Maggie_ordered,Maggie_available,target
4698,0,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1
4699,1,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0
4700,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1
4701,1,0,0,1,1,0,1,0,0,1,1,0,0,1,1,1,0,1,1
4702,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,1,1,1,0
4703,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1
4704,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
4705,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4706,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0
4707,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,1
4708,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,1,1,1
4709,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0
4710,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0
4711,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1
4712,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,1,1
4713,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,1,1,0,1
4714,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0
4715,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1
4716,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1
4717,1,1,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1
4718,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0
4719,1,1,1,0,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1
4720,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,1,1,0
4721,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0
4722,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,1,1,0
4723,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1,1,0
4724,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,1,0,1,0
4725,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
4726,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,1
4727,0,0,0,1,1,1,0,0,0,1,1,1,1,0,1,1,1,1,0
4728,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0
4729,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
4730,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1
4731,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1
4732,0,0,1,0,1,1,0,0,1,0,1,1,0,1,0,1,1,1,1
4733,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1
4734,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0
4735,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
4736,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,1,0
4737,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
4738,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,1,0
4739,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,1
4740,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,1,0
4741,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,1,0
4742,1,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1
4743,1,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1
4744,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1,0
4745,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1
4746,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1,0,1
4747,1,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0
4748,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,1
4749,0,0,1,1,1,0,0,0,1,1,1,0,1,1,0,1,1,0,0
4750,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0
4751,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,0,0
4752,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0
4753,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1,1
4754,1,1,1,1,1,0,1,1,1,1,1,0,0,1,0,1,0,0,1
4755,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,1
4756,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0
4757,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,0,1
4758,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1
4759,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,1
4760,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1
4761,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,1,1,0
4762,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,0,1
4763,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,0,1,1,1
4764,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,0,1,1,1
4765,0,1,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0
4766,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0
4767,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1,1
4768,0,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0
4769,1,1,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1
4770,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,0,0
4771,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,0
4772,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
4773,1,0,0,1,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1
4774,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,0,0,1,1
4775,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,0
4776,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0
4777,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,0,1,0,1
4778,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,0,1
4779,0,1,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1
4780,1,0,0,1,1,1,1,0,0,1,1,1,0,1,0,0,0,1,1
4781,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0
4782,1,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0
4783,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1
4784,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,0,0,1,1
4785,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1
4786,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,0,0,1
4787,1,0,1,1,1,1,1,0,1,1,1,1,0,1,1,1,0,0,1
4788,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
4789,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,1,1,1,1
4790,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,1,1,1
4791,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0
4792,0,1,1,0,0,1,0,1,1,0,0,1,1,1,1,0,0,1,1
4793,1,0,0,1,0,1,1,0,0,1,0,1,1,1,1,0,1,1,1
4794,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,1,0,0,1
4795,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0
4796,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,1,1
4797,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1
4798,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1
4799,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
4800,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,1,1,0,0
4801,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,1,1
4802,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0,0
4803,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,1,0,0
4804,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,1,0,0
4805,1,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,1,0
4806,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
4807,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1
4808,0,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,1,1
4809,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1,1
4810,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,1,1,1
4811,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,1,1
4812,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0
4813,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0
4814,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1,1
4815,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,1,0
4816,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,1,1,1,1
4817,1,0,0,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1
4818,1,0,0,1,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1
4819,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,1,0,0,0
4820,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1
4821,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1
4822,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,0,0,0
4823,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0
4824,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0
4825,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1
4826,1,0,1,0,1,1,1,0,1,0,1,1,1,1,1,0,0,1,1
4827,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0
4828,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
4829,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
4830,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0
4831,0,1,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
4832,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1
4833,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,0,0,1
4834,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0
4835,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0
4836,1,0,0,1,0,0,1,0,0,1,0,0,1,1,1,1,0,0,1
4837,1,1,0,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1
4838,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,1,1
4839,1,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1,1,1,1
4840,0,1,0,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1
4841,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,0,1
4842,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
4843,1,0,0,1,1,1,1,0,0,1,1,1,1,0,1,0,0,0,1
4844,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,0,1,1
4845,0,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0
4846,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,1
4847,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0
4848,0,1,1,1,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1
4849,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,0,1,1,0
4850,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1
4851,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0
4852,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,0,0,1,1
4853,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,1,0
4854,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,1,1,1
4855,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,1,1,0,0
4856,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
4857,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0
4858,0,1,1,0,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1
4859,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
4860,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0
4861,1,1,1,0,1,0,1,1,1,0,1,0,1,0,0,0,1,1,1
4862,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,0,1,0
4863,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1
4864,0,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1
4865,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0
4866,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,1,0,1
4867,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0
4868,0,0,0,0,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0
4869,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,1,1
4870,1,0,1,1,0,0,1,0,1,1,0,0,1,0,0,1,1,1,1
4871,1,0,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,1
4872,0,0,0,1,1,1,0,0,0,1,1,1,0,1,1,1,1,0,0
4873,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
4874,1,0,1,1,0,1,1,0,1,1,0,1,0,0,1,1,1,0,1
4875,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
4876,1,0,1,1,1,0,1,0,1,1,1,0,1,1,0,0,1,0,1
4877,1,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1
4878,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,0,1,0
4879,0,0,1,1,1,1,0,0,1,1,1,1,0,0,1,0,1,0,1
4880,0,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,0
4881,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,1
4882,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,0,1,1,1
4883,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1
4884,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,1,1,1
4885,1,1,0,1,0,1,1,1,0,1,0,1,0,1,1,0,0,0,1
4886,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0
4887,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0
4888,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4889,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,0,1
4890,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0
4891,1,0,1,1,1,1,1,0,1,1,1,1,0,1,0,1,1,0,1
4892,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,1,1
4893,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,0,0,1
4894,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
4895,0,0,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1
4896,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0
4897,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,0
4898,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,1,1,0
4899,1,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,1,1,1
4900,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,0,0,0,1
4901,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
4902,0,1,1,0,1,1,0,1,1,0,1,1,1,1,0,1,0,1,1
4903,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
4904,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,0,0,1
4905,0,0,1,0,1,0,0,0,1,0,1,0,1,1,0,0,0,1,0
4906,1,1,1,0,1,0,1,1,1,0,1,0,0,1,0,0,0,0,1
4907,0,1,0,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,0
4908,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,1,1
4909,1,0,1,0,1,0,1,0,1,0,1,0,1,1,1,1,0,0,0
4910,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0
4911,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,0,1
4912,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0
4913,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,1
4914,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4915,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,1,1,0
4916,1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0
4917,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
4918,1,1,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,1
4919,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,1,0,0
4920,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,1,1
4921,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0
4922,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0
4923,1,1,0,0,1,1,1,1,0,0,1,1,1,0,0,1,0,0,1
4924,1,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,1,1,0
4925,1,0,1,1,0,1,1,0,1,1,0,1,0,1,1,1,0,1,1
4926,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0
4927,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1
4928,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,0,1
4929,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,0,0,1
4930,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0
4931,0,0,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0
4932,0,1,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,0,1
4933,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,0
4934,1,1,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0
4935,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1
4936,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0
4937,0,1,1,0,1,0,0,1,1,0,1,0,0,1,0,0,0,1,1
4938,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0
4939,1,0,1,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,0
4940,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1
4941,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
4942,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1
4943,1,1,0,1,1,0,1,1,0,1,1,0,1,1,1,1,1,0,1
4944,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0
4945,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0
4946,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1
4947,0,0,1,0,0,0,0,0,1,0,0,0,1,1,1,1,1,1,0
4948,1,1,0,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0
4949,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0
4950,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,1
4951,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,1,1
4952,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,0,0,0,1
4953,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1
4954,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1
4955,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,1
4956,0,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,1,0,0
4957,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0,1
4958,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
4959,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0
4960,1,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1
4961,1,1,1,0,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0
4962,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1
4963,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0
4964,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,1,1,0
4965,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1
4966,1,0,1,1,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1
4967,0,0,1,1,0,1,0,0,1,1,0,1,1,0,0,1,1,1,1
4968,0,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,0,1,1
4969,0,1,1,0,1,1,0,1,1,0,1,1,1,0,1,1,1,1,1
4970,1,0,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0
4971,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1
4972,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1
4973,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1
4974,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1
4975,1,0,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
4976,1,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,1,1,1
4977,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,1,1,1,0
4978,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,0,0,0
4979,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1
4980,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1
4981,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,1
4982,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1
4983,0,1,1,1,1,0,0,1,1,1,1,0,1,0,1,1,0,1,1
4984,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,0,0,1
4985,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0
4986,0,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,0,1
4987,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,0,0,0,1
4988,0,1,1,1,1,0,0,1,1,1,1,0,1,1,1,1,1,1,1
4989,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0
4990,1,1,1,0,0,1,1,1,1,0,0,1,0,0,1,1,0,1,1
4991,0,1,1,1,0,1,0,1,1,1,0,1,1,1,0,1,1,0,1
4992,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0
4993,1,0,1,0,1,1,1,0,1,0,1,1,1,1,0,1,1,1,1
4994,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,1,0
4995,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0
4996,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0
4997,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1
4998,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,1,1,0
4999,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,0,1
5000,1,0,0,0,1,1,1,0,0,0,1,1,0,0,1,0,1,1,0
5001,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0,1
5002,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,1,1,1,1
5003,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,0
5004,0,0,1,1,0,1,0,0,1,1,0,1,1,1,0,0,0,0,1
5005,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0,1,1,0,1
5006,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,0,0
5007,0,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0,0,0
5008,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1
5009,1,1,1,0,1,0,1,1,1,0,1,0,1,1,0,1,1,1,1
5010,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0
5011,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
5012,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,0,0,1,1
5013,1,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,1,1,1
5014,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0
5015,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,1,1,1
5016,0,1,1,1,0,1,0,1,1,1,0,1,1,0,1,0,1,1,1
5017,0,1,0,1,1,0,0,1,0,1,1,0,1,1,0,1,1,0,1
5018,0,0,1,1,1,0,0,0,1,1,1,0,0,1,1,0,0,1,0
5019,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,1,1,0,0
5020,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,0,1
5021,0,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,1
5022,0,1,0,1,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1
5023,1,0,1,1,1,0,1,0,1,1,1,0,0,1,0,1,0,0,1
5024,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,1,1,1,0
5025,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
5026,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0
5027,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0
5028,0,1,0,1,1,1,0,1,0,1,1,1,1,0,0,0,0,1,1
5029,1,0,0,1,1,0,1,0,0,1,1,0,1,0,1,1,0,0,1
5030,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
5031,0,1,1,1,1,1,0,1,1,1,1,1,0,0,1,1,1,0,1
5032,0,0,0,1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0
5033,1,1,0,0,1,1,1,1,0,0,1,1,0,0,1,1,0,0,1
5034,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,0,1
